no,pair_id,source_type,label,turn_count,history,response,source,persona,scenario,orig_reason,room_id,origin_room,difficulty,party,register,style
69,p68,matched,적절,4,"나: 선택지 때문에 망설이는 게 있어?
언니: 일단 해보기 전에 한 번 물어보고 싶었어.
나: 지금까지 해본 건 뭐가 있어?
언니: 노트북이 느려졌는데 포맷하기 전에 해볼 만한 게 있을까?","내 생각에는 포맷하기 전에 시작 프로그램과 저장 공간부터 정리하고, 작업 관리자에서 자원을 많이 쓰는 프로그램을 확인해봐. 확인한 순서와 결과를 짧게 메모해두는 것도 좋아.",v2,형제·자매,질문·요청,P3,,,,,,
70,p69,matched,적절,2,"나: 아까 연락 주신 이유가 부탁할 내용 때문인가요?
선배: 오류가 발생한 계정 목록을 정리해서 공유해주실 수 있나요?","네, 확인된 계정을 정리해서 오늘 안에 공유드리겠습니다. 관련된 내용까지 같이 확인해보겠습니다.",v2,선후배,업무 대화,P2,,,,,,
71,p70,matched,적절,3,"언니: 일단 지금 기준으로 결정된 게 있어.
나: 응, 확인된 내용 말해줘.
언니: 토요일과 일요일 중 어느 날이 더 편해?",내 일정은 일요일이 더 여유 있어. 다른 내용은 그대로 두면 돼.,v2,형제·자매,질문·요청,P5,,,,,,
72,p71,matched,적절,2,"나: 아까 말씀하신 계획은 그대로인가요?
후배: 교육 일정은 월요일과 수요일로 정해졌어요",좋아. 현재 확정된 내용으로 정리해두겠습니다. 변경 사항이 생기면 다시 알려주세요.,v2,선후배,정보 공유,P5,,,,,,
73,p72,matched,적절,1,선배: 번아웃인지 단순히 피곤한 건지 구분하려면 뭘 살펴봐야 할까요?,"이 경우에는 수면과 식사, 집중력 저하가 얼마나 오래됐는지 먼저 기록해보고, 쉬어도 회복되지 않으면 상담이나 진료도 고려해봐. 대화가 격해지면 잠깐 멈추고 다시 이야기할 시간을 정해봐.",v2,선후배,고민·감정 상담,P3,,,,,,
74,p73,matched,적절,1,동료: 이번 주 일정표에 변경된 담당자를 반영해주실 수 있나요?,알겠습니다. 변경된 내용으로 반영한 뒤 다시 확인하겠습니다. 완료되면 결과를 같이 확인하죠.,v2,직장 관계(상사·동료),업무 대화,P2,,,,,,
75,p74,matched,적절,3,"연인: 오늘은 그냥 누군가한테 말하고 싶었어.
나: 그래, 편하게 얘기해도 돼.
연인: 요즘 사소한 일에도 예민해져서 나도 좀 당황스러워",그 상황이면 누구라도 힘들었을 거야. 혼자 감당하지 말고 힘들면 나한테 말해.,v2,연인,일상 대화,P1,,,,,,
76,p75,matched,적절,4,"나: 아까 분위기가 안 좋았는데 무슨 일이었어?
친구: 이번 일은 솔직히 서운한 부분이 있어.
나: 내가 뭘 놓쳤는지 말해줘.
친구: 확정되지 않은 내용은 외부에 전달하지 말아주실 수 있을까?",알겠어. 다음부터는 먼저 이야기하고 네 의견을 확인할게. 빠뜨리지 않도록 메모해둘게.,v2,친구,갈등 상황,P2,,,,,,
77,p76,matched,적절,1,연인: 오는 길에 약국에 들러서 소화제 하나만 사다 줄래?,"응, 오는 길에 들러서 사갈게. 오늘 일정 안에서 처리해둘게.",v2,연인,질문·요청,P2,,,,,,
78,p77,matched,적절,1,연인: 토요일과 일요일 중 어느 날이 더 편해?,나는 일요일이 더 편해. 현재 기준에서는 더 정할 건 없어.,v2,연인,질문·요청,P5,,,,,,
79,p78,matched,적절,3,"동료: 혼자 생각해봤지만 결정을 내리지 못했습니다.
나: 지금까지 시도해본 방법이 있나요?
동료: 보고서 수치가 다를 때 원인을 효율적으로 찾는 방법이 있을까요?","가장 먼저 원본 데이터의 기준일과 필터 조건부터 맞춘 뒤, 계산식과 수기 입력된 셀을 차례로 비교하는 게 빨라. 문제가 생긴 직전 변경 사항부터 역순으로 확인해봐.",v2,직장 관계(상사·동료),업무 대화,P3,,,,,,
80,p79,matched,적절,2,"나: 현재 기준으로 결정된 내용이 있나요?
선배: 다음 회의에서는 역할 분담부터 다시 정리할 예정입니다","네, 전달해주신 내용대로 업무를 진행하겠습니다.",v2,선후배,업무 대화,P5,,,,,,
81,p80,matched,적절,2,"나: 확인해드릴 내용이 있나요?
팀장: 오늘 안에 수정된 화면을 QA 환경에 올려주실 수 있나요?",알겠습니다. 변경된 내용으로 반영한 뒤 다시 확인하겠습니다. 끝나면 바로 알려드릴게요.,v2,직장 관계(상사·동료),업무 대화,P2,,,,,,
